user_id,register_time,recently_logged,number_of_classes_join,number_of_classes_out,learn_time,leave
用户40577,2020-05-22 15:07:00,2020-05-22 15:07:00,2,1,46.9,False
用户40578,2020-05-22 15:07:00,2020-05-22 15:07:00,2,1,99.47,False
用户40579,2020-05-22 15:07:00,2020-05-22 15:07:00,2,1,30.9,False
用户40573,2020-05-22 15:07:00,2020-05-22 15:07:00,2,1,1443.33,False
用户40574,2020-05-22 15:07:00,2020-05-22 15:07:00,2,1,1095.45,False
用户40575,2020-05-22 15:07:00,2020-05-22 15:07:00,2,1,29.47,False
用户40576,2020-05-22 15:07:00,2020-05-22 15:07:00,2,1,26.18,False
用户40572,2020-05-22 15:03:00,2020-05-27 13:49:00,3,1,380.12,False
用户40571,2020-05-22 14:45:00,2020-06-12 16:09:00,1,0,1029.4,False
用户40570,2020-05-22 14:34:00,2020-05-22 14:34:00,0,0,6.6,False
用户40569,2020-05-22 14:31:00,2020-05-22 14:31:00,0,0,0.43,False
用户40563,2020-05-22 14:11:00,2020-06-15 20:48:00,1,0,4728.03,False
用户40564,2020-05-22 14:11:00,2020-06-13 21:20:00,1,0,5628.03,False
用户40565,2020-05-22 14:11:00,2020-06-17 13:15:00,1,0,9247.68,False
用户40566,2020-05-22 14:11:00,2020-06-11 21:29:00,1,0,63.2,False
用户40567,2020-05-22 14:11:00,2020-06-11 19:22:00,1,0,8690.55,False
用户40568,2020-05-22 14:11:00,2020-05-30 15:23:00,1,0,490.57,False
用户40560,2020-05-22 14:11:00,2020-06-16 22:16:00,2,0,8553.43,False
用户40561,2020-05-22 14:11:00,2020-06-16 12:44:00,2,0,7112.28,False
用户40562,2020-05-22 14:11:00,2020-06-11 23:21:00,1,0,200.38,False
用户40559,2020-05-22 13:54:00,2020-06-15 19:46:00,1,0,1513.68,False
用户40558,2020-05-22 13:49:00,2020-05-22 13:49:00,0,0,0.63,False
用户40557,2020-05-22 12:14:00,2020-05-25 10:38:00,1,0,6.67,False
用户40555,2020-05-22 11:39:00,2020-05-22 11:39:00,0,0,23.78,False
用户40554,2020-05-22 10:42:00,2020-05-22 10:42:00,0,0,0.0,False
用户40553,2020-05-22 10:32:00,2020-05-22 20:33:00,0,0,0.0,False
用户40551,2020-05-22 10:21:00,2020-06-03 16:10:00,1,0,1230.75,False
用户40552,2020-05-22 10:21:00,2020-06-07 11:52:00,1,0,899.38,False
用户40550,2020-05-22 10:20:00,2020-05-26 08:19:00,0,0,107.55,False
用户40547,2020-05-22 10:19:00,2020-06-14 13:37:00,1,0,1321.92,False
用户40548,2020-05-22 10:19:00,2020-06-14 21:24:00,1,0,1511.17,False
用户40549,2020-05-22 10:19:00,2020-06-14 09:25:00,1,0,1467.67,False
用户40542,2020-05-22 10:19:00,2020-06-14 11:22:00,1,0,883.75,False
用户40543,2020-05-22 10:19:00,2020-06-14 14:54:00,1,0,1928.78,False
用户40544,2020-05-22 10:19:00,2020-06-13 18:08:00,1,0,1287.3,False
用户40545,2020-05-22 10:19:00,2020-06-13 19:46:00,1,0,85.72,False
用户40546,2020-05-22 10:19:00,2020-06-14 19:06:00,1,0,1785.4,False
用户40536,2020-05-22 10:19:00,2020-06-13 11:06:00,1,0,256.63,False
用户40537,2020-05-22 10:19:00,2020-06-03 07:43:00,1,0,378.47,False
用户40538,2020-05-22 10:19:00,2020-06-13 19:47:00,1,0,1338.15,False
用户40539,2020-05-22 10:19:00,2020-06-14 13:43:00,1,0,2324.65,False
用户40540,2020-05-22 10:19:00,2020-06-15 16:06:00,1,0,1263.7,False
用户40541,2020-05-22 10:19:00,2020-05-31 18:31:00,1,0,101.32,False
用户40535,2020-05-22 10:19:00,2020-06-07 17:10:00,1,0,1067.15,False
用户40534,2020-05-22 10:04:00,2020-05-22 10:04:00,0,0,665.53,False
用户40533,2020-05-22 08:00:00,2020-05-22 08:00:00,0,0,0.0,False
用户40532,2020-05-22 07:50:00,2020-05-22 16:56:00,0,0,5.3,False
用户40531,2020-05-22 07:47:00,2020-05-22 07:48:00,0,0,8.68,False
用户40530,2020-05-21 23:07:00,2020-05-21 23:07:00,0,0,0.0,False
用户40529,2020-05-21 23:01:00,2020-05-21 23:02:00,0,0,7.03,False
用户40528,2020-05-21 22:46:00,2020-06-15 14:40:00,0,0,232.12,False
用户40527,2020-05-21 22:40:00,2020-05-21 22:41:00,0,0,0.0,False
用户40526,2020-05-21 21:59:00,2020-05-22 15:10:00,0,0,325.25,False
用户40525,2020-05-21 21:58:00,2020-05-21 22:06:00,0,0,0.93,False
用户40524,2020-05-21 21:39:00,2020-05-22 10:16:00,0,0,365.57,False
用户40523,2020-05-21 21:29:00,2020-05-21 21:30:00,1,0,125.08,False
用户40522,2020-05-21 21:27:00,2020-05-21 21:27:00,1,0,28.92,False
用户40521,2020-05-21 21:03:00,2020-05-21 21:15:00,0,0,2.52,False
用户40520,2020-05-21 20:23:00,2020-05-21 20:23:00,0,0,0.0,False
用户40519,2020-05-21 20:13:00,2020-05-21 20:13:00,0,0,0.25,False
用户40518,2020-05-21 19:25:00,2020-05-21 19:33:00,0,0,0.13,False
用户40517,2020-05-21 19:01:00,2020-06-04 20:20:00,0,0,7.97,False
用户40516,2020-05-21 18:46:00,2020-05-21 18:46:00,0,0,0.0,False
用户40515,2020-05-21 18:46:00,2020-05-26 22:53:00,1,0,406.4,False
用户40514,2020-05-21 18:21:00,2020-05-21 19:03:00,0,0,0.0,False
用户40513,2020-05-21 18:17:00,2020-05-21 18:18:00,0,0,0.0,False
用户40512,2020-05-21 18:13:00,2020-06-09 15:33:00,0,0,0.0,False
用户40511,2020-05-21 17:42:00,2020-05-21 21:20:00,2,0,0.17,False
用户40510,2020-05-21 17:37:00,2020-05-29 16:18:00,0,0,0.0,False
用户40509,2020-05-21 17:18:00,2020-05-21 17:19:00,0,0,7.03,False
用户40508,2020-05-21 17:17:00,2020-05-21 17:18:00,0,0,0.0,False
用户40507,2020-05-21 17:15:00,2020-05-22 14:14:00,0,0,0.87,False
用户40506,2020-05-21 17:08:00,2020-05-21 17:08:00,0,0,0.0,False
用户40505,2020-05-21 16:57:00,2020-05-21 16:57:00,0,0,0.0,False
用户40504,2020-05-21 16:35:00,2020-05-21 16:35:00,0,0,0.0,False
用户40503,2020-05-21 16:22:00,2020-05-21 16:22:00,0,0,5.87,False
用户40502,2020-05-21 16:13:00,2020-05-21 16:13:00,0,0,16.77,False
用户40501,2020-05-21 15:50:00,2020-05-21 15:50:00,0,0,45.43,False
用户40500,2020-05-21 15:49:00,2020-05-21 15:49:00,0,0,0.0,False
用户40499,2020-05-21 15:20:00,2020-05-21 15:20:00,1,0,0.0,False
用户40498,2020-05-21 14:39:00,2020-05-21 14:39:00,0,0,0.0,False
用户40496,2020-05-21 14:07:00,2020-06-11 22:12:00,1,0,6311.12,False
用户40497,2020-05-21 14:07:00,2020-06-13 12:09:00,1,0,6324.27,False
用户40494,2020-05-21 14:07:00,2020-06-11 13:14:00,1,0,2708.12,False
用户40495,2020-05-21 14:07:00,2020-06-12 23:21:00,1,0,2577.0,False
用户40493,2020-05-21 14:04:00,2020-06-02 16:39:00,0,0,81.55,False
用户40492,2020-05-21 13:53:00,2020-05-24 19:48:00,0,0,0.0,False
用户40490,2020-05-21 13:28:00,2020-05-21 13:28:00,0,0,27.9,False
用户40489,2020-05-21 12:42:00,2020-05-21 12:42:00,0,0,0.0,False
用户40488,2020-05-21 11:53:00,2020-05-21 11:53:00,0,0,0.33,False
用户40487,2020-05-21 11:11:00,2020-05-21 12:03:00,0,0,0.07,False
用户40486,2020-05-21 10:04:00,2020-05-21 10:04:00,0,0,0.0,False
用户40485,2020-05-21 09:52:00,2020-05-21 09:53:00,0,0,18.98,False
用户40484,2020-05-21 09:31:00,2020-05-21 09:40:00,0,0,0.0,False
用户40483,2020-05-21 09:13:00,2020-05-21 09:13:00,0,0,112.6,False
用户40482,2020-05-21 08:20:00,2020-05-21 09:07:00,0,0,3.85,False
用户40481,2020-05-21 08:12:00,2020-05-21 08:12:00,0,0,0.68,False
用户40480,2020-05-20 23:18:00,2020-06-15 10:45:00,1,0,5980.95,False
用户40479,2020-05-20 18:50:00,2020-05-20 18:50:00,0,0,0.0,False
用户40478,2020-05-20 17:01:00,2020-05-20 17:01:00,0,0,0.15,False
用户40477,2020-05-20 16:46:00,2020-05-20 16:48:00,0,0,298.67,False
用户40476,2020-05-20 15:57:00,2020-05-20 15:57:00,0,0,0.9,False
用户40475,2020-05-20 15:52:00,2020-06-05 21:26:00,1,0,358.15,False
用户40474,2020-05-20 13:35:00,2020-05-20 15:52:00,0,0,0.0,False
用户40473,2020-05-20 13:21:00,2020-05-20 13:21:00,0,0,14.88,False
用户40472,2020-05-20 12:51:00,2020-05-20 12:52:00,0,0,4.8,False
用户40471,2020-05-20 11:08:00,2020-05-20 11:08:00,0,0,0.0,False
用户40470,2020-05-20 10:52:00,2020-06-02 10:31:00,0,0,1699.17,False
用户40469,2020-05-20 10:34:00,2020-05-21 14:36:00,2,0,40.45,False
用户40468,2020-05-20 10:19:00,2020-05-29 10:00:00,0,0,0.0,False
用户40467,2020-05-20 09:52:00,2020-05-20 09:52:00,0,0,0.0,False
用户40466,2020-05-20 09:05:00,2020-05-20 09:05:00,0,0,0.0,False
用户40465,2020-05-20 08:59:00,2020-05-20 09:04:00,0,0,1.8,False
用户40464,2020-05-19 23:39:00,2020-05-19 23:39:00,0,0,140.55,False
用户40463,2020-05-19 21:51:00,2020-06-02 21:51:00,0,0,19.15,False
用户40462,2020-05-19 21:35:00,2020-05-19 21:38:00,0,0,0.0,False
用户40461,2020-05-19 21:01:00,2020-05-19 21:01:00,0,0,27.92,False
用户40460,2020-05-19 20:12:00,2020-05-19 20:23:00,0,0,0.0,False
用户40459,2020-05-19 19:57:00,2020-05-19 19:57:00,0,0,0.17,False
用户40458,2020-05-19 19:17:00,2020-05-19 19:19:00,0,0,48.03,False
用户40457,2020-05-19 18:20:00,2020-05-20 21:09:00,0,0,1.03,False
用户40455,2020-05-19 17:53:00,2020-06-11 18:48:00,1,0,22.27,False
用户40456,2020-05-19 17:53:00,2020-06-11 19:18:00,1,0,1176.37,False
用户40448,2020-05-19 17:53:00,2020-06-17 20:53:00,1,0,3096.5,False
用户40449,2020-05-19 17:53:00,2020-06-15 21:38:00,1,0,6408.45,False
用户40450,2020-05-19 17:53:00,2020-06-14 15:12:00,1,0,6659.12,False
用户40451,2020-05-19 17:53:00,2020-06-14 10:42:00,2,0,1160.47,False
用户40452,2020-05-19 17:53:00,2020-06-15 15:00:00,1,0,9698.63,False
用户40453,2020-05-19 17:53:00,2020-06-13 11:46:00,1,0,2058.47,False
用户40454,2020-05-19 17:53:00,2020-06-12 14:08:00,1,0,1410.32,False
用户40442,2020-05-19 17:53:00,2020-06-16 10:22:00,1,0,3435.2,False
用户40443,2020-05-19 17:53:00,2020-06-15 11:16:00,1,0,3822.67,False
用户40444,2020-05-19 17:53:00,2020-06-16 23:22:00,1,0,5069.9,False
用户40445,2020-05-19 17:53:00,2020-06-12 10:16:00,1,0,3502.52,False
用户40446,2020-05-19 17:53:00,2020-06-12 17:46:00,1,0,2864.88,False
用户40447,2020-05-19 17:53:00,2020-06-17 09:52:00,1,0,8004.77,False
用户40436,2020-05-19 17:53:00,2020-06-13 08:19:00,1,0,3103.92,False
用户40437,2020-05-19 17:53:00,2020-06-11 11:15:00,1,0,602.77,False
用户40438,2020-05-19 17:53:00,2020-06-11 10:27:00,1,0,1502.77,False
用户40439,2020-05-19 17:53:00,2020-06-16 14:53:00,1,0,5119.95,False
用户40440,2020-05-19 17:53:00,2020-06-14 10:10:00,1,0,3795.0,False
用户40441,2020-05-19 17:53:00,2020-06-16 21:19:00,1,0,4235.8,False
用户40430,2020-05-19 17:53:00,2020-06-17 21:11:00,1,0,6533.82,False
用户40431,2020-05-19 17:53:00,2020-06-11 20:41:00,1,0,1101.4,False
用户40432,2020-05-19 17:53:00,2020-06-16 09:37:00,1,0,3160.87,False
用户40433,2020-05-19 17:53:00,2020-06-11 11:03:00,1,0,3918.3,False
用户40434,2020-05-19 17:53:00,2020-06-11 16:48:00,1,0,33.75,False
用户40435,2020-05-19 17:53:00,2020-06-11 10:28:00,1,0,49.5,False
用户40424,2020-05-19 17:53:00,2020-06-11 20:00:00,1,0,300.67,False
用户40425,2020-05-19 17:53:00,2020-06-17 14:45:00,1,0,8276.25,False
用户40426,2020-05-19 17:53:00,2020-06-11 22:44:00,1,0,2575.48,False
用户40427,2020-05-19 17:53:00,2020-06-11 19:54:00,1,0,2463.32,False
用户40428,2020-05-19 17:53:00,2020-06-14 00:24:00,1,0,19823.02,False
用户40429,2020-05-19 17:53:00,2020-06-13 06:01:00,1,0,5755.68,False
用户40423,2020-05-19 16:57:00,2020-06-11 13:47:00,0,0,25.57,False
用户40422,2020-05-19 15:18:00,2020-05-19 15:18:00,0,0,1.73,False
用户40421,2020-05-19 15:03:00,2020-05-19 15:24:00,0,0,7.95,False
用户40420,2020-05-19 14:56:00,2020-06-01 10:39:00,0,0,167.07,False
用户40417,2020-05-19 13:54:00,2020-06-16 19:44:00,1,0,5674.28,False
用户40418,2020-05-19 13:54:00,2020-06-16 13:06:00,1,0,1191.05,False
用户40419,2020-05-19 13:54:00,2020-06-15 14:45:00,1,0,6377.33,False
用户40412,2020-05-19 13:54:00,2020-06-17 17:21:00,1,0,10915.95,False
用户40413,2020-05-19 13:54:00,2020-06-11 19:32:00,1,0,443.43,False
用户40414,2020-05-19 13:54:00,2020-06-18 09:25:00,1,0,5117.87,False
用户40415,2020-05-19 13:54:00,2020-06-12 22:22:00,1,0,5403.87,False
用户40416,2020-05-19 13:54:00,2020-06-11 20:23:00,1,0,370.58,False
用户40405,2020-05-19 13:54:00,2020-06-18 08:49:00,1,0,3318.47,False
用户40406,2020-05-19 13:54:00,2020-06-15 07:13:00,1,0,2630.78,False
用户40407,2020-05-19 13:54:00,2020-06-12 21:02:00,1,0,10814.05,False
用户40408,2020-05-19 13:54:00,2020-06-16 15:05:00,1,0,3969.27,False
用户40409,2020-05-19 13:54:00,2020-06-12 09:27:00,1,0,4987.97,False
用户40410,2020-05-19 13:54:00,2020-06-17 23:05:00,1,0,2356.72,False
用户40400,2020-05-19 13:54:00,2020-06-11 16:49:00,1,0,4910.67,False
用户40401,2020-05-19 13:54:00,2020-06-17 15:05:00,4,1,2378.83,False
用户40402,2020-05-19 13:54:00,2020-06-12 13:15:00,1,0,2533.73,False
用户40403,2020-05-19 13:54:00,2020-06-11 15:24:00,1,0,8146.82,False
用户40404,2020-05-19 13:54:00,2020-06-11 15:24:00,1,0,5652.65,False
用户40398,2020-05-19 12:53:00,2020-06-16 14:51:00,2,1,917.12,False
用户40397,2020-05-19 11:43:00,2020-05-19 11:44:00,0,0,298.83,False
用户40396,2020-05-19 10:47:00,2020-05-19 10:47:00,0,0,0.0,False
用户40395,2020-05-19 10:47:00,2020-05-19 10:48:00,0,0,0.17,False
用户40394,2020-05-19 10:38:00,2020-05-19 10:38:00,0,0,0.0,False
用户40393,2020-05-19 10:08:00,2020-05-19 10:41:00,1,0,0.0,False
用户40392,2020-05-19 08:40:00,2020-06-17 23:09:00,5,0,2723.12,False
用户40391,2020-05-19 07:26:00,2020-05-19 07:29:00,0,0,3.12,False
用户40390,2020-05-19 03:03:00,2020-05-19 11:01:00,0,0,343.93,False
用户40389,2020-05-19 00:46:00,2020-05-19 00:47:00,0,0,0.0,False
用户40388,2020-05-19 00:31:00,2020-06-10 11:00:00,0,0,181.53,False
用户40387,2020-05-18 23:28:00,2020-06-17 17:16:00,1,0,1461.75,False
用户40386,2020-05-18 23:10:00,2020-05-18 23:10:00,0,0,4.32,False
用户40385,2020-05-18 22:48:00,2020-05-18 22:49:00,0,0,0.0,False
用户40384,2020-05-18 22:41:00,2020-06-08 21:15:00,1,1,22.77,False
用户40383,2020-05-18 22:07:00,2020-05-18 22:07:00,1,0,132.98,False
用户40382,2020-05-18 21:06:00,2020-06-18 08:34:00,1,0,3463.52,False
用户40381,2020-05-18 20:40:00,2020-06-04 20:19:00,0,0,2.75,False
用户40380,2020-05-18 20:37:00,2020-05-21 14:34:00,0,0,3.18,False
用户40379,2020-05-18 20:34:00,2020-06-10 20:47:00,0,0,185.85,False
用户40378,2020-05-18 17:42:00,2020-05-26 14:09:00,1,0,0.0,False
用户40377,2020-05-18 17:37:00,2020-05-18 17:38:00,0,0,2.52,False
用户40376,2020-05-18 17:31:00,2020-05-18 17:31:00,0,0,0.0,False
用户40375,2020-05-18 17:28:00,2020-05-18 17:28:00,0,0,0.0,False
用户40374,2020-05-18 17:21:00,2020-06-15 20:51:00,0,0,27.67,False
用户40373,2020-05-18 17:20:00,2020-05-18 17:20:00,0,0,0.0,False
用户40372,2020-05-18 17:19:00,2020-05-18 17:19:00,0,0,0.0,False
用户40371,2020-05-18 17:10:00,2020-06-17 20:41:00,0,0,0.48,False
用户40369,2020-05-18 17:02:00,2020-05-25 16:15:00,1,0,0.0,False
用户40370,2020-05-18 17:02:00,2020-05-20 12:05:00,1,0,81.32,False
用户40364,2020-05-18 16:58:00,2020-05-26 18:35:00,1,0,168.2,False
用户40365,2020-05-18 16:58:00,2020-05-19 21:34:00,1,0,26.8,False
用户40366,2020-05-18 16:58:00,2020-05-19 22:06:00,1,0,4.32,False
用户40367,2020-05-18 16:58:00,2020-05-31 23:34:00,1,0,157.7,False
用户40368,2020-05-18 16:58:00,2020-05-18 16:58:00,1,0,0.0,False
用户40358,2020-05-18 16:58:00,2020-05-18 16:58:00,1,0,0.0,False
用户40359,2020-05-18 16:58:00,2020-06-13 19:11:00,1,0,105.3,False
用户40360,2020-05-18 16:58:00,2020-06-17 19:56:00,1,0,878.03,False
用户40361,2020-05-18 16:58:00,2020-05-18 16:58:00,1,0,0.0,False
用户40362,2020-05-18 16:58:00,2020-06-16 17:01:00,1,0,45.25,False
用户40363,2020-05-18 16:58:00,2020-05-18 16:58:00,1,0,0.0,False
用户40351,2020-05-18 16:58:00,2020-05-21 11:07:00,1,0,44.45,False
用户40352,2020-05-18 16:58:00,2020-06-07 10:00:00,1,0,90.87,False
用户40353,2020-05-18 16:58:00,2020-06-11 18:11:00,1,0,257.72,False
用户40354,2020-05-18 16:58:00,2020-06-07 18:02:00,1,0,75.12,False
用户40355,2020-05-18 16:58:00,2020-06-15 08:22:00,1,0,623.78,False
用户40356,2020-05-18 16:58:00,2020-05-19 21:47:00,1,0,35.32,False
用户40357,2020-05-18 16:58:00,2020-06-10 12:52:00,1,0,1175.9,False
用户40345,2020-05-18 16:58:00,2020-05-20 22:56:00,1,0,353.33,False
用户40346,2020-05-18 16:58:00,2020-06-13 12:48:00,1,0,1501.6,False
用户40347,2020-05-18 16:58:00,2020-05-21 11:07:00,1,0,0.37,False
用户40348,2020-05-18 16:58:00,2020-05-21 11:22:00,1,0,73.98,False
用户40349,2020-05-18 16:58:00,2020-05-20 17:03:00,1,0,36.7,False
用户40350,2020-05-18 16:58:00,2020-06-16 16:06:00,1,0,1920.33,False
用户40339,2020-05-18 16:58:00,2020-06-17 11:43:00,1,0,1880.8,False
用户40340,2020-05-18 16:58:00,2020-06-15 10:04:00,1,0,17.67,False
用户40341,2020-05-18 16:58:00,2020-06-17 16:13:00,1,0,3365.82,False
用户40342,2020-05-18 16:58:00,2020-05-23 17:30:00,1,0,47.63,False
用户40343,2020-05-18 16:58:00,2020-06-13 19:37:00,1,0,255.33,False
用户40344,2020-05-18 16:58:00,2020-06-11 16:03:00,1,0,387.77,False
用户40337,2020-05-18 16:58:00,2020-05-22 09:19:00,1,0,286.27,False
用户40338,2020-05-18 16:58:00,2020-06-08 19:08:00,1,0,41.15,False
用户40336,2020-05-18 16:49:00,2020-05-18 16:49:00,0,0,0.0,False
用户40335,2020-05-18 16:33:00,2020-05-18 16:41:00,0,0,0.43,False
用户40334,2020-05-18 16:28:00,2020-05-18 16:29:00,0,0,60.87,False
用户40333,2020-05-18 16:19:00,2020-05-18 16:20:00,0,0,0.47,False
用户40331,2020-05-18 16:13:00,2020-06-15 20:11:00,1,0,4029.37,False
用户40332,2020-05-18 16:13:00,2020-06-15 17:28:00,2,0,7359.28,False
用户40325,2020-05-18 16:13:00,2020-06-11 13:56:00,1,0,4752.28,False
用户40326,2020-05-18 16:13:00,2020-06-12 11:50:00,1,0,1489.97,False
用户40327,2020-05-18 16:13:00,2020-06-16 17:13:00,1,0,6397.92,False
用户40328,2020-05-18 16:13:00,2020-05-18 16:13:00,1,0,0.0,False
用户40329,2020-05-18 16:13:00,2020-06-11 18:52:00,3,0,4383.2,False
用户40330,2020-05-18 16:13:00,2020-06-13 12:19:00,1,0,7647.3,False
用户40321,2020-05-18 16:13:00,2020-06-16 19:20:00,1,0,2135.7,False
用户40322,2020-05-18 16:13:00,2020-06-14 22:28:00,1,0,409.98,False
用户40323,2020-05-18 16:13:00,2020-06-11 15:09:00,1,0,3126.48,False
用户40324,2020-05-18 16:13:00,2020-06-11 11:41:00,1,0,1855.6,False
用户40320,2020-05-18 16:04:00,2020-05-18 16:11:00,0,0,0.0,False
用户40319,2020-05-18 15:52:00,2020-05-18 15:53:00,0,0,291.02,False
用户40318,2020-05-18 15:41:00,2020-06-01 14:39:00,0,0,262.93,False
用户40317,2020-05-18 15:36:00,2020-05-18 15:36:00,0,0,40.92,False
用户40314,2020-05-18 15:30:00,2020-06-17 21:15:00,1,0,10598.5,False
用户40315,2020-05-18 15:30:00,2020-06-15 13:09:00,1,0,3236.2,False
用户40316,2020-05-18 15:30:00,2020-06-11 10:49:00,1,0,14.5,False
用户40313,2020-05-18 15:26:00,2020-05-18 15:26:00,0,0,166.4,False
用户40307,2020-05-18 15:03:00,2020-06-17 09:51:00,1,0,2286.72,False
用户40308,2020-05-18 15:03:00,2020-06-11 10:43:00,1,0,1521.2,False
用户40309,2020-05-18 15:03:00,2020-06-11 10:45:00,1,0,19.45,False
用户40310,2020-05-18 15:03:00,2020-06-13 16:45:00,1,0,1681.78,False
用户40311,2020-05-18 15:03:00,2020-06-11 16:52:00,1,0,4952.1,False
用户40312,2020-05-18 15:03:00,2020-06-17 19:26:00,1,0,4641.27,False
用户40301,2020-05-18 15:03:00,2020-06-12 08:23:00,1,0,3475.92,False
用户40302,2020-05-18 15:03:00,2020-06-11 09:18:00,1,0,3619.47,False
用户40303,2020-05-18 15:03:00,2020-06-11 17:23:00,1,0,4183.68,False
用户40304,2020-05-18 15:03:00,2020-06-11 18:04:00,1,0,2900.12,False
用户40305,2020-05-18 15:03:00,2020-06-02 15:20:00,1,0,1662.18,False
用户40306,2020-05-18 15:03:00,2020-06-12 16:29:00,1,0,205.07,False
用户40299,2020-05-18 15:03:00,2020-06-16 20:31:00,1,0,14125.97,False
用户40300,2020-05-18 15:03:00,2020-06-12 08:23:00,1,0,1476.45,False
用户40298,2020-05-18 14:34:00,2020-05-18 14:34:00,0,0,0.0,False
用户40297,2020-05-18 13:42:00,2020-05-18 13:42:00,0,0,33.45,False
用户40296,2020-05-18 12:37:00,2020-05-18 12:37:00,0,0,299.67,False
用户40294,2020-05-18 11:33:00,2020-06-01 13:58:00,0,0,702.25,False
用户40293,2020-05-18 11:13:00,2020-05-18 11:15:00,0,0,180.58,False
用户40292,2020-05-18 10:22:00,2020-05-18 14:52:00,0,0,70.4,False
用户40291,2020-05-18 10:03:00,2020-05-29 10:36:00,0,0,2090.02,False
用户40290,2020-05-18 10:03:00,2020-05-18 10:03:00,0,0,5.63,False
用户40289,2020-05-18 09:28:00,2020-05-21 17:53:00,0,0,0.0,False
用户40287,2020-05-18 09:12:00,2020-05-19 10:28:00,1,0,64.48,False
用户40288,2020-05-18 09:12:00,2020-05-31 22:05:00,1,0,348.87,False
用户40282,2020-05-18 09:12:00,2020-05-21 09:00:00,1,0,157.58,False
用户40283,2020-05-18 09:12:00,2020-05-19 09:42:00,1,0,9.03,False
用户40284,2020-05-18 09:12:00,2020-05-18 13:13:00,1,0,0.0,False
用户40285,2020-05-18 09:12:00,2020-06-16 08:30:00,1,0,2327.17,False
用户40286,2020-05-18 09:12:00,2020-06-17 23:19:00,1,0,3582.58,False
用户40279,2020-05-18 09:12:00,2020-06-03 16:13:00,1,0,261.85,False
用户40280,2020-05-18 09:12:00,2020-06-17 12:37:00,1,0,345.9,False
用户40281,2020-05-18 09:12:00,2020-06-15 06:52:00,1,0,4488.55,False
用户40273,2020-05-18 09:12:00,2020-06-18 00:45:00,1,0,2957.55,False
用户40274,2020-05-18 09:12:00,2020-05-24 22:25:00,1,0,253.03,False
用户40275,2020-05-18 09:12:00,2020-05-18 14:22:00,1,0,11.08,False
用户40276,2020-05-18 09:12:00,2020-05-18 09:12:00,1,0,0.0,False
用户40277,2020-05-18 09:12:00,2020-05-18 09:12:00,1,0,0.0,False
用户40278,2020-05-18 09:12:00,2020-06-14 21:02:00,1,0,1.73,False
用户40268,2020-05-18 09:11:00,2020-06-11 17:15:00,1,0,330.42,False
用户40269,2020-05-18 09:11:00,2020-06-13 10:33:00,1,0,2353.55,False
用户40270,2020-05-18 09:11:00,2020-05-19 10:31:00,1,0,11.92,False
用户40271,2020-05-18 09:11:00,2020-06-14 21:40:00,1,0,2162.62,False
用户40272,2020-05-18 09:11:00,2020-06-15 13:48:00,1,0,2576.98,False
用户40262,2020-05-18 09:11:00,2020-05-18 13:02:00,1,0,0.0,False
用户40263,2020-05-18 09:11:00,2020-05-19 10:58:00,2,0,80.25,False
用户40264,2020-05-18 09:11:00,2020-06-15 09:12:00,1,0,1010.98,False
用户40265,2020-05-18 09:11:00,2020-05-18 09:11:00,1,0,0.0,False
用户40266,2020-05-18 09:11:00,2020-06-14 20:59:00,1,0,416.85,False
用户40267,2020-05-18 09:11:00,2020-06-17 13:15:00,1,0,851.53,False
用户40258,2020-05-18 09:11:00,2020-05-24 22:37:00,1,0,27.37,False
用户40259,2020-05-18 09:11:00,2020-06-14 20:36:00,1,0,631.05,False
用户40260,2020-05-18 09:11:00,2020-05-19 10:18:00,1,0,4.52,False
用户40261,2020-05-18 09:11:00,2020-06-11 16:59:00,1,0,466.2,False
用户40253,2020-05-18 09:11:00,2020-06-18 09:50:00,1,0,2698.98,False
用户40254,2020-05-18 09:11:00,2020-06-08 08:21:00,1,0,3940.72,False
用户40255,2020-05-18 09:11:00,2020-06-01 13:39:00,1,0,1690.02,False
用户40256,2020-05-18 09:11:00,2020-06-14 21:06:00,1,0,5467.2,False
用户40257,2020-05-18 09:11:00,2020-06-17 17:17:00,1,0,603.45,False
用户40246,2020-05-18 09:11:00,2020-06-14 16:03:00,1,0,2611.57,False
用户40247,2020-05-18 09:11:00,2020-06-17 20:08:00,1,0,1725.78,False
用户40248,2020-05-18 09:11:00,2020-06-15 16:38:00,1,0,563.78,False
用户40249,2020-05-18 09:11:00,2020-06-16 15:43:00,1,0,8760.68,False
用户40250,2020-05-18 09:11:00,2020-06-16 21:16:00,1,0,7547.8,False
用户40251,2020-05-18 09:11:00,2020-06-16 22:25:00,1,0,1987.43,False
用户40252,2020-05-18 09:11:00,2020-05-19 10:15:00,2,0,0.17,False
用户40242,2020-05-18 09:11:00,2020-06-14 00:35:00,1,0,2170.52,False
用户40243,2020-05-18 09:11:00,2020-05-31 20:45:00,1,0,936.57,False
用户40244,2020-05-18 09:11:00,2020-05-18 14:31:00,1,0,53.35,False
用户40245,2020-05-18 09:11:00,2020-06-18 09:03:00,1,0,2234.17,False
用户40237,2020-05-18 09:11:00,2020-06-14 21:13:00,1,0,771.12,False
用户40238,2020-05-18 09:11:00,2020-06-14 20:46:00,1,0,3198.85,False
用户40239,2020-05-18 09:11:00,2020-05-19 10:11:00,1,0,1.08,False
用户40240,2020-05-18 09:11:00,2020-05-24 14:33:00,1,0,905.33,False
